GRAND_ID: 4534
DAM_NAME: 32.489193
LONG: 32.489193
LAT: -18.776716
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.41;0.89
2.0;0.87;2.23
3.0;1.28;3.99
4.0;1.89;6.37
5.0;2.36;9.21
6.0;2.92;12.61
7.0;3.35;16.44
8.0;3.87;20.79
9.0;4.64;25.9
10.0;5.44;31.82
11.0;6.18;38.48
12.0;6.96;45.93
13.0;7.75;54.16
14.0;8.7;63.34
15.0;9.8;73.62
16.0;10.75;84.85
17.0;11.56;96.89
18.0;12.49;109.85
19.0;13.18;123.51
20.0;13.99;137.98
21.0;14.65;153.11
22.0;15.47;169.06
23.0;16.59;186.14
24.0;18.19;204.81
25.0;19.18;224.47
26.0;20.34;245.29
27.0;21.39;267.16
28.0;22.51;290.15
29.0;23.67;314.3
30.0;24.99;339.77
31.0;26.37;366.62
32.0;27.8;394.9
33.0;29.01;424.39
34.0;30.22;455.09
35.0;31.07;486.64
36.0;31.92;519.04
